row_id,type,ticket_id,title,body,industry,product_or_service,issue_category,channel,priority,status,timestamp,customer_id,region,emotional_tone,sentiment,assigned_team,resolver
1a3c6b5ad196,agent_response,TCKT-1004,Agent response,Apologies for the damage! A replacement is being sent right away under warranty.,Outdoor Gear,Rainfly,damaged_item,live_chat,high,resolved,2025-01-13T14:34:11,CUST-96255,NZ,neutral,neutral,Engineering,Agent-567
3157583eabc4,support_ticket,TCKT-1005,GottaGo Toilet (pre-order) - Setup Help,"I'm struggling to set up the GottaGo Toilet (pre-order), instructions unclear.",Outdoor Gear,GottaGo Toilet (pre-order),setup_help,email,high,open,2025-03-31T07:35:33,CUST-21554,EU,worried,positive,Support L1,
d24ba2e6218c,agent_response,TCKT-1005,Agent response,Here's a video guide and PDF manual link for clearer setup instructions.,Outdoor Gear,GottaGo Toilet (pre-order),setup_help,email,high,resolved,2025-04-03T04:35:33,CUST-21554,EU,neutral,neutral,Product,Agent-841
5f13a0e00b7c,support_ticket,TCKT-1006,HOTTAP Bag - Feature Request,It would be nice if the HOTTAP Bag had an extra hose or longer battery life.,Outdoor Gear,HOTTAP Bag,feature_request,social_media,urgent,open,2025-01-19T07:21:29,CUST-92574,EU,sarcastic,positive,Support L1,
6a4438a5a0d3,agent_response,TCKT-1006,Agent response,Thanks! We've logged your feature request with our product team.,Outdoor Gear,HOTTAP Bag,feature_request,social_media,urgent,resolved,2025-01-22T04:21:29,CUST-92574,EU,neutral,neutral,Warranty,Agent-487
d36f51c1ee08,support_ticket,TCKT-1007,HOTTAP Essentials - Warranty Claim,"My HOTTAP Essentials stopped working, can I claim warranty?",Outdoor Gear,HOTTAP Essentials,warranty_claim,live_chat,high,open,2024-12-20T10:48:00,CUST-35320,Australia,neutral,negative,Support L1,
b5b680b2c12e,agent_response,TCKT-1007,Agent response,Your item is covered by our 2-year warranty. We've arranged a return shipping label.,Outdoor Gear,HOTTAP Essentials,warranty_claim,live_chat,high,resolved,2024-12-20T11:48:00,CUST-35320,Australia,neutral,neutral,Support L1,Agent-732
7821270490d4,customer_feedback,TCKT-1007,Support feedback,Took too long but got resolved.,Outdoor Gear,HOTTAP Essentials,support_quality,live_chat,low,closed,2024-12-21T21:48:00,CUST-35320,Australia,frustrated,neutral,Support QA,
90db9365ed9e,support_ticket,TCKT-1008,12V Power Supply - Refund,"I'd like a refund for the 12V Power Supply, it didn't work for my trip.",Outdoor Gear,12V Power Supply,refund,email,high,open,2024-02-27T01:50:27,CUST-81641,US,appreciative,positive,Support L1,
da782e580d62,agent_response,TCKT-1008,Agent response,"Refund initiated, expect credit in 5–7 business days.",Outdoor Gear,12V Power Supply,refund,email,high,resolved,2024-02-27T06:50:27,CUST-81641,US,neutral,neutral,Support QA,Agent-675
6a8fe3f62a51,support_ticket,TCKT-1009,GottaGo Toilet (pre-order) - Heating Issue,The water from my GottaGo Toilet (pre-order) isn’t heating properly.,Outdoor Gear,GottaGo Toilet (pre-order),heating_issue,web_form,high,open,2025-05-09T01:27:49,CUST-31477,EU,frustrated,neutral,Support L1,
0bb3fff8874d,agent_response,TCKT-1009,Agent response,Troubleshooting: ensure regulator is fitted properly and gas bottle full.,Outdoor Gear,GottaGo Toilet (pre-order),heating_issue,web_form,high,resolved,2025-05-09T09:27:49,CUST-31477,EU,neutral,neutral,Support QA,Agent-631
232028fd0ee4,support_ticket,TCKT-1010,GottaGo Toilet (pre-order) - Heating Issue,The water from my GottaGo Toilet (pre-order) isn’t heating properly.,Outdoor Gear,GottaGo Toilet (pre-order),heating_issue,web_form,high,open,2025-08-22T23:32:19,CUST-48167,NZ,worried,neutral,Support L1,
d2f420c41f06,agent_response,TCKT-1010,Agent response,Troubleshooting: ensure regulator is fitted properly and gas bottle full.,Outdoor Gear,GottaGo Toilet (pre-order),heating_issue,web_form,high,resolved,2025-08-23T21:32:19,CUST-48167,NZ,neutral,neutral,Support QA,Agent-703
cb60b8246035,support_ticket,TCKT-1011,HOTTAP Bag - Warranty Claim,"My HOTTAP Bag stopped working, can I claim warranty?",Outdoor Gear,HOTTAP Bag,warranty_claim,phone,urgent,open,2024-12-19T04:58:43,CUST-97614,US,worried,negative,Support L1,
7088d251ed8c,agent_response,TCKT-1011,Agent response,Your item is covered by our 2-year warranty. We've arranged a return shipping label.,Outdoor Gear,HOTTAP Bag,warranty_claim,phone,urgent,resolved,2024-12-19T08:58:43,CUST-97614,US,neutral,neutral,Support L2,Agent-634
f029017d3dc9,support_ticket,TCKT-1012,Ensuite Triple - Preorder Delay,"I preordered the Ensuite Triple, but shipping is delayed, when will it arrive?",Outdoor Gear,Ensuite Triple,preorder_delay,web_form,high,open,2024-03-22T09:11:40,CUST-81494,UK,worried,positive,Support L1,
0669de977a06,agent_response,TCKT-1012,Agent response,"Apologies, supply chain delays have pushed delivery. Expected ship date in 2 weeks.",Outdoor Gear,Ensuite Triple,preorder_delay,web_form,high,resolved,2024-03-25T02:11:40,CUST-81494,UK,neutral,neutral,Support L2,Agent-308
6bc4c41748fc,support_ticket,TCKT-1013,GottaGo Separator - Delivery Delay,My GottaGo Separator hasn't arrived yet and tracking hasn't updated.,Outdoor Gear,GottaGo Separator,delivery_delay,email,medium,open,2025-01-23T18:52:44,CUST-20533,US,sarcastic,negative,Support L1,
7a97f6789713,agent_response,TCKT-1013,Agent response,We're sorry for the delay. Carrier has been contacted and we'll expedite replacement if needed.,Outdoor Gear,GottaGo Separator,delivery_delay,email,medium,resolved,2025-01-24T05:52:44,CUST-20533,US,neutral,neutral,Product,Agent-424
4db0902356db,customer_feedback,TCKT-1013,Support feedback,"Not satisfied, issue returned.",Outdoor Gear,GottaGo Separator,support_quality,email,low,closed,2025-01-27T14:52:44,CUST-20533,US,confused,positive,Support QA,
2d4783602e5b,support_ticket,TCKT-1014,Awning Kit - Payment Issue,I was double charged when ordering the Awning Kit.,Outdoor Gear,Awning Kit,payment_issue,social_media,urgent,open,2025-01-17T08:53:37,CUST-62213,US,neutral,negative,Support L1,
2b20f406e8e1,agent_response,TCKT-1014,Agent response,We've reversed the duplicate charge and you should see it back shortly.,Outdoor Gear,Awning Kit,payment_issue,social_media,urgent,resolved,2025-01-18T13:53:37,CUST-62213,US,neutral,neutral,Support QA,Agent-613
106996d1c24d,support_ticket,TCKT-1015,12V Power Supply - Leak Issue,"My 12V Power Supply leaks during rain, seams not holding up.",Outdoor Gear,12V Power Supply,leak_issue,email,high,open,2025-01-19T01:40:16,CUST-55009,Australia,frustrated,positive,Support L1,
676b03c40e75,agent_response,TCKT-1015,Agent response,Covered by warranty—we'll ship a replacement tent immediately.,Outdoor Gear,12V Power Supply,leak_issue,email,high,resolved,2025-01-21T07:40:16,CUST-55009,Australia,neutral,neutral,Logistics,Agent-467
cdf3d2d363f4,customer_feedback,TCKT-1015,Support feedback,Took too long but got resolved.,Outdoor Gear,12V Power Supply,support_quality,email,low,closed,2025-01-21T20:40:16,CUST-55009,Australia,sarcastic,negative,Support QA,
2001545988e4,support_ticket,TCKT-1016,Quick-Release Bracket - Refund,"I'd like a refund for the Quick-Release Bracket, it didn't work for my trip.",Outdoor Gear,Quick-Release Bracket,refund,social_media,urgent,open,2024-10-18T12:45:10,CUST-75598,US,confused,neutral,Support L1,
aded8fe9c8e8,agent_response,TCKT-1016,Agent response,"Refund initiated, expect credit in 5–7 business days.",Outdoor Gear,Quick-Release Bracket,refund,social_media,urgent,resolved,2024-10-20T02:45:10,CUST-75598,US,neutral,neutral,Support L1,Agent-371
e580422c474f,support_ticket,TCKT-1017,GottaGo Toilet (pre-order) - Refund,"I'd like a refund for the GottaGo Toilet (pre-order), it didn't work for my trip.",Outdoor Gear,GottaGo Toilet (pre-order),refund,email,urgent,open,2024-02-10T01:58:00,CUST-86804,NZ,neutral,neutral,Support L1,
8b74136c424f,agent_response,TCKT-1017,Agent response,"Refund initiated, expect credit in 5–7 business days.",Outdoor Gear,GottaGo Toilet (pre-order),refund,email,urgent,resolved,2024-02-11T09:58:00,CUST-86804,NZ,neutral,neutral,Engineering,Agent-556
75cad8e1a044,customer_feedback,TCKT-1017,Support feedback,Took too long but got resolved.,Outdoor Gear,GottaGo Toilet (pre-order),support_quality,email,low,closed,2024-02-14T01:58:00,CUST-86804,NZ,worried,negative,Support QA,
2d5903b9fe06,support_ticket,TCKT-1018,Shower Hose - Usability,"Using the Shower Hose is confusing, not sure where to connect hoses.",Outdoor Gear,Shower Hose,usability,phone,urgent,open,2024-02-07T21:06:45,CUST-33882,EU,angry,negative,Support L1,
42b9caf61dd8,agent_response,TCKT-1018,Agent response,We appreciate the feedback; we've forwarded this to product design.,Outdoor Gear,Shower Hose,usability,phone,urgent,resolved,2024-02-10T18:06:45,CUST-33882,EU,neutral,neutral,Support L1,Agent-581
c3fc01a023f8,support_ticket,TCKT-1019,Ensuite Triple - Usability,"Using the Ensuite Triple is confusing, not sure where to connect hoses.",Outdoor Gear,Ensuite Triple,usability,social_media,high,open,2024-06-20T13:04:22,CUST-88340,NZ,delighted,negative,Support L1,
2fdd1687bb34,agent_response,TCKT-1019,Agent response,We appreciate the feedback; we've forwarded this to product design.,Outdoor Gear,Ensuite Triple,usability,social_media,high,resolved,2024-06-22T07:04:22,CUST-88340,NZ,neutral,neutral,Engineering,Agent-495
3891efc54f63,customer_feedback,TCKT-1019,Support feedback,"Great support, thank you!",Outdoor Gear,Ensuite Triple,support_quality,social_media,low,closed,2024-06-22T21:04:22,CUST-88340,NZ,neutral,negative,Support QA,
d85898242c19,support_ticket,TCKT-1020,Shower Hose - Refund,"I'd like a refund for the Shower Hose, it didn't work for my trip.",Outdoor Gear,Shower Hose,refund,web_form,medium,open,2024-02-03T17:09:11,CUST-89568,UK,delighted,negative,Support L1,
f664e7a18652,agent_response,TCKT-1020,Agent response,"Refund initiated, expect credit in 5–7 business days.",Outdoor Gear,Shower Hose,refund,web_form,medium,resolved,2024-02-06T13:09:11,CUST-89568,UK,neutral,neutral,Support L2,Agent-882
30d80da47bf1,support_ticket,TCKT-1021,Ensuite Triple - Payment Issue,I was double charged when ordering the Ensuite Triple.,Outdoor Gear,Ensuite Triple,payment_issue,email,urgent,open,2024-12-29T00:48:35,CUST-39378,NZ,frustrated,neutral,Support L1,
857c2ebe0f87,agent_response,TCKT-1021,Agent response,We've reversed the duplicate charge and you should see it back shortly.,Outdoor Gear,Ensuite Triple,payment_issue,email,urgent,resolved,2024-12-30T01:48:35,CUST-39378,NZ,neutral,neutral,Product,Agent-169
8dec8f0348cc,customer_feedback,TCKT-1022,Adapter Kit - Support Quality,"Just wanted to say thanks, the team helped me quickly with my Adapter Kit.",Outdoor Gear,Adapter Kit,support_quality,phone,high,open,2024-12-14T09:41:12,CUST-24542,EU,appreciative,negative,Support L1,
ac83956cbc25,agent_response,TCKT-1022,Agent response,"Thank you for your kind words, glad we could help!",Outdoor Gear,Adapter Kit,support_quality,phone,high,resolved,2024-12-15T03:41:12,CUST-24542,EU,neutral,neutral,Support L2,Agent-316
a84aaa8f86cc,support_ticket,TCKT-1023,HOTTAP Outing - Setup Help,"I'm struggling to set up the HOTTAP Outing, instructions unclear.",Outdoor Gear,HOTTAP Outing,setup_help,phone,high,open,2024-02-27T01:01:09,CUST-62907,NZ,angry,negative,Support L1,
dce334d2c5ff,agent_response,TCKT-1023,Agent response,Here's a video guide and PDF manual link for clearer setup instructions.,Outdoor Gear,HOTTAP Outing,setup_help,phone,high,resolved,2024-02-27T07:01:09,CUST-62907,NZ,neutral,neutral,Support L2,Agent-848
1dc67990633f,support_ticket,TCKT-1024,Shower Hose - Warranty Claim,"My Shower Hose stopped working, can I claim warranty?",Outdoor Gear,Shower Hose,warranty_claim,web_form,low,open,2024-08-24T06:24:45,CUST-24774,US,worried,neutral,Support L1,
de41d1ef3914,agent_response,TCKT-1024,Agent response,Your item is covered by our 2-year warranty. We've arranged a return shipping label.,Outdoor Gear,Shower Hose,warranty_claim,web_form,low,resolved,2024-08-26T18:24:45,CUST-24774,US,neutral,neutral,Support L2,Agent-524
195ca166d86e,customer_feedback,TCKT-1024,Support feedback,"Not satisfied, issue returned.",Outdoor Gear,Shower Hose,support_quality,web_form,low,closed,2024-08-27T13:24:45,CUST-24774,US,appreciative,positive,Support QA,
f0ab4c64eef4,support_ticket,TCKT-1025,Ensuite Mounted - Damaged Item,"The Ensuite Mounted arrived dented/scratched, really disappointed.",Outdoor Gear,Ensuite Mounted,damaged_item,phone,low,open,2025-01-20T23:30:34,CUST-15582,EU,confused,neutral,Support L1,
af0cf9744fc5,agent_response,TCKT-1025,Agent response,Apologies for the damage! A replacement is being sent right away under warranty.,Outdoor Gear,Ensuite Mounted,damaged_item,phone,low,resolved,2025-01-23T10:30:34,CUST-15582,EU,neutral,neutral,Support QA,Agent-461
75c574b7978d,support_ticket,TCKT-1026,Mount Cover - Preorder Delay,"I preordered the Mount Cover, but shipping is delayed, when will it arrive?",Outdoor Gear,Mount Cover,preorder_delay,phone,low,open,2024-10-01T04:30:39,CUST-47847,UK,sarcastic,neutral,Support L1,
bb6849edc7f4,agent_response,TCKT-1026,Agent response,"Apologies, supply chain delays have pushed delivery. Expected ship date in 2 weeks.",Outdoor Gear,Mount Cover,preorder_delay,phone,low,resolved,2024-10-02T22:30:39,CUST-47847,UK,neutral,neutral,Engineering,Agent-184
310c370bd1e2,support_ticket,TCKT-1027,Ensuite Mounted - Warranty Claim,"My Ensuite Mounted stopped working, can I claim warranty?",Outdoor Gear,Ensuite Mounted,warranty_claim,email,medium,open,2024-11-21T06:48:22,CUST-26534,UK,confused,neutral,Support L1,
839f31d06e0d,agent_response,TCKT-1027,Agent response,Your item is covered by our 2-year warranty. We've arranged a return shipping label.,Outdoor Gear,Ensuite Mounted,warranty_claim,email,medium,resolved,2024-11-21T11:48:22,CUST-26534,UK,neutral,neutral,Support L1,Agent-249
199d23f9a4d2,customer_feedback,TCKT-1027,Support feedback,Took too long but got resolved.,Outdoor Gear,Ensuite Mounted,support_quality,email,low,closed,2024-11-23T07:48:22,CUST-26534,UK,appreciative,negative,Support QA,
3158f0208c97,support_ticket,TCKT-1028,HOTTAP Outing - Damaged Item,"The HOTTAP Outing arrived dented/scratched, really disappointed.",Outdoor Gear,HOTTAP Outing,damaged_item,live_chat,urgent,open,2024-12-24T07:54:00,CUST-21834,EU,angry,negative,Support L1,
f9b9e2fc7d7e,agent_response,TCKT-1028,Agent response,Apologies for the damage! A replacement is being sent right away under warranty.,Outdoor Gear,HOTTAP Outing,damaged_item,live_chat,urgent,resolved,2024-12-25T14:54:00,CUST-21834,EU,neutral,neutral,Support QA,Agent-541
4ca7f57cbcd4,support_ticket,TCKT-1029,Ensuite Single - Heating Issue,The water from my Ensuite Single isn’t heating properly.,Outdoor Gear,Ensuite Single,heating_issue,live_chat,medium,open,2024-01-08T09:51:57,CUST-48231,UK,appreciative,neutral,Support L1,
1a340ac8d267,agent_response,TCKT-1029,Agent response,Troubleshooting: ensure regulator is fitted properly and gas bottle full.,Outdoor Gear,Ensuite Single,heating_issue,live_chat,medium,resolved,2024-01-11T08:51:57,CUST-48231,UK,neutral,neutral,Support L1,Agent-212
b7f53e1e9524,support_ticket,TCKT-1030,GottaGo Toilet (pre-order) - Warranty Claim,"My GottaGo Toilet (pre-order) stopped working, can I claim warranty?",Outdoor Gear,GottaGo Toilet (pre-order),warranty_claim,phone,high,open,2025-03-08T21:29:21,CUST-10105,US,neutral,positive,Support L1,
e26b6e3ce7ef,agent_response,TCKT-1030,Agent response,Your item is covered by our 2-year warranty. We've arranged a return shipping label.,Outdoor Gear,GottaGo Toilet (pre-order),warranty_claim,phone,high,resolved,2025-03-11T03:29:21,CUST-10105,US,neutral,neutral,Support L1,Agent-717
9b4365b58bf6,customer_feedback,TCKT-1030,Support feedback,Took too long but got resolved.,Outdoor Gear,GottaGo Toilet (pre-order),support_quality,phone,low,closed,2025-03-09T21:29:21,CUST-10105,US,worried,positive,Support QA,
0c254bc837d7,support_ticket,TCKT-1031,HOTTAP Bag - Feature Request,It would be nice if the HOTTAP Bag had an extra hose or longer battery life.,Outdoor Gear,HOTTAP Bag,feature_request,social_media,high,open,2024-03-03T01:09:46,CUST-59613,Australia,confused,positive,Support L1,
a6f7cb3c435b,agent_response,TCKT-1031,Agent response,Thanks! We've logged your feature request with our product team.,Outdoor Gear,HOTTAP Bag,feature_request,social_media,high,resolved,2024-03-05T22:09:46,CUST-59613,Australia,neutral,neutral,Support L2,Agent-508
f5fe8529b385,support_ticket,TCKT-1032,HOTTAP Outing - Setup Help,"I'm struggling to set up the HOTTAP Outing, instructions unclear.",Outdoor Gear,HOTTAP Outing,setup_help,live_chat,medium,open,2025-07-15T00:36:13,CUST-56958,Australia,delighted,neutral,Support L1,
103181c97ce7,agent_response,TCKT-1032,Agent response,Here's a video guide and PDF manual link for clearer setup instructions.,Outdoor Gear,HOTTAP Outing,setup_help,live_chat,medium,resolved,2025-07-16T10:36:13,CUST-56958,Australia,neutral,neutral,Engineering,Agent-131
aa46d357b251,support_ticket,TCKT-1033,Awning Kit - Setup Help,"I'm struggling to set up the Awning Kit, instructions unclear.",Outdoor Gear,Awning Kit,setup_help,social_media,low,open,2024-10-10T21:47:18,CUST-34117,US,confused,negative,Support L1,
f30b1671a172,agent_response,TCKT-1033,Agent response,Here's a video guide and PDF manual link for clearer setup instructions.,Outdoor Gear,Awning Kit,setup_help,social_media,low,resolved,2024-10-11T07:47:18,CUST-34117,US,neutral,neutral,Logistics,Agent-158
72943ddfe9b6,support_ticket,TCKT-1034,GottaGo Toilet (pre-order) - Feature Request,It would be nice if the GottaGo Toilet (pre-order) had an extra hose or longer battery life.,Outdoor Gear,GottaGo Toilet (pre-order),feature_request,social_media,low,open,2024-11-15T00:53:30,CUST-22159,NZ,neutral,positive,Support L1,
8740851fb040,agent_response,TCKT-1034,Agent response,Thanks! We've logged your feature request with our product team.,Outdoor Gear,GottaGo Toilet (pre-order),feature_request,social_media,low,resolved,2024-11-16T19:53:30,CUST-22159,NZ,neutral,neutral,Logistics,Agent-918
c89eaed8ab75,support_ticket,TCKT-1035,GottaGo Separator - Setup Help,"I'm struggling to set up the GottaGo Separator, instructions unclear.",Outdoor Gear,GottaGo Separator,setup_help,phone,urgent,open,2024-01-05T03:44:42,CUST-22264,US,frustrated,negative,Support L1,
34e980d06f8b,agent_response,TCKT-1035,Agent response,Here's a video guide and PDF manual link for clearer setup instructions.,Outdoor Gear,GottaGo Separator,setup_help,phone,urgent,resolved,2024-01-05T20:44:42,CUST-22264,US,neutral,neutral,Warranty,Agent-100
9c26b446ebf6,customer_feedback,TCKT-1036,Ensuite Single - Support Quality,"Just wanted to say thanks, the team helped me quickly with my Ensuite Single.",Outdoor Gear,Ensuite Single,support_quality,social_media,high,open,2024-11-20T01:19:16,CUST-26992,Australia,confused,negative,Support L1,
477f93345884,agent_response,TCKT-1036,Agent response,"Thank you for your kind words, glad we could help!",Outdoor Gear,Ensuite Single,support_quality,social_media,high,resolved,2024-11-22T03:19:16,CUST-26992,Australia,neutral,neutral,Support QA,Agent-412
10f9520ac2c1,customer_feedback,TCKT-1036,Support feedback,"Great support, thank you!",Outdoor Gear,Ensuite Single,support_quality,social_media,low,closed,2024-11-21T16:19:16,CUST-26992,Australia,appreciative,neutral,Support QA,
573ca27ed831,support_ticket,TCKT-1037,HOTTAP Bag - Heating Issue,The water from my HOTTAP Bag isn’t heating properly.,Outdoor Gear,HOTTAP Bag,heating_issue,social_media,high,open,2025-02-26T05:23:19,CUST-34640,UK,neutral,neutral,Support L1,
ee7723e9edaf,agent_response,TCKT-1037,Agent response,Troubleshooting: ensure regulator is fitted properly and gas bottle full.,Outdoor Gear,HOTTAP Bag,heating_issue,social_media,high,resolved,2025-02-27T21:23:19,CUST-34640,UK,neutral,neutral,Logistics,Agent-304
fa23f7174263,support_ticket,TCKT-1038,Quick-Release Bracket - Refund,"I'd like a refund for the Quick-Release Bracket, it didn't work for my trip.",Outdoor Gear,Quick-Release Bracket,refund,social_media,medium,open,2024-02-21T00:01:59,CUST-30179,UK,angry,negative,Support L1,
ad35b3a837ee,agent_response,TCKT-1038,Agent response,"Refund initiated, expect credit in 5–7 business days.",Outdoor Gear,Quick-Release Bracket,refund,social_media,medium,resolved,2024-02-22T01:01:59,CUST-30179,UK,neutral,neutral,Warranty,Agent-683
cf1c69eaf762,support_ticket,TCKT-1039,Shower Hose - Damaged Item,"The Shower Hose arrived dented/scratched, really disappointed.",Outdoor Gear,Shower Hose,damaged_item,social_media,high,open,2024-06-16T22:01:14,CUST-21755,UK,angry,neutral,Support L1,
3736c0bc32c2,agent_response,TCKT-1039,Agent response,Apologies for the damage! A replacement is being sent right away under warranty.,Outdoor Gear,Shower Hose,damaged_item,social_media,high,resolved,2024-06-17T03:01:14,CUST-21755,UK,neutral,neutral,Support L2,Agent-975
d5cfa393c9be,support_ticket,TCKT-1040,HOTTAP Bag - Delivery Delay,My HOTTAP Bag hasn't arrived yet and tracking hasn't updated.,Outdoor Gear,HOTTAP Bag,delivery_delay,live_chat,medium,open,2024-11-15T20:11:03,CUST-71931,Australia,appreciative,positive,Support L1,
b84ec2c0e112,agent_response,TCKT-1040,Agent response,We're sorry for the delay. Carrier has been contacted and we'll expedite replacement if needed.,Outdoor Gear,HOTTAP Bag,delivery_delay,live_chat,medium,resolved,2024-11-16T10:11:03,CUST-71931,Australia,neutral,neutral,Support L1,Agent-144
d27fd546dd51,customer_feedback,TCKT-1040,Support feedback,"Not satisfied, issue returned.",Outdoor Gear,HOTTAP Bag,support_quality,live_chat,low,closed,2024-11-17T13:11:03,CUST-71931,Australia,neutral,neutral,Support QA,
9066e01ff8ca,support_ticket,TCKT-1041,Shower Hose - Feature Request,It would be nice if the Shower Hose had an extra hose or longer battery life.,Outdoor Gear,Shower Hose,feature_request,email,medium,open,2024-11-15T05:07:06,CUST-34120,NZ,frustrated,positive,Support L1,
186d9c1b511f,agent_response,TCKT-1041,Agent response,Thanks! We've logged your feature request with our product team.,Outdoor Gear,Shower Hose,feature_request,email,medium,resolved,2024-11-17T16:07:06,CUST-34120,NZ,neutral,neutral,Engineering,Agent-352
c23d5a61a70f,support_ticket,TCKT-1042,Quick-Release Bracket - Usability,"Using the Quick-Release Bracket is confusing, not sure where to connect hoses.",Outdoor Gear,Quick-Release Bracket,usability,social_media,high,open,2024-08-18T02:39:56,CUST-71000,EU,neutral,neutral,Support L1,
3e13dedf6614,agent_response,TCKT-1042,Agent response,We appreciate the feedback; we've forwarded this to product design.,Outdoor Gear,Quick-Release Bracket,usability,social_media,high,resolved,2024-08-18T08:39:56,CUST-71000,EU,neutral,neutral,Logistics,Agent-153
371cf22097b4,customer_feedback,TCKT-1043,Shower Hose - Support Quality,"Just wanted to say thanks, the team helped me quickly with my Shower Hose.",Outdoor Gear,Shower Hose,support_quality,social_media,low,open,2024-11-23T06:59:56,CUST-96939,EU,frustrated,negative,Support L1,
d198d14800b5,agent_response,TCKT-1043,Agent response,"Thank you for your kind words, glad we could help!",Outdoor Gear,Shower Hose,support_quality,social_media,low,resolved,2024-11-24T00:59:56,CUST-96939,EU,neutral,neutral,Product,Agent-795
6342405f3c32,support_ticket,TCKT-1044,Faucet Plumbing Kit - Heating Issue,The water from my Faucet Plumbing Kit isn’t heating properly.,Outdoor Gear,Faucet Plumbing Kit,heating_issue,social_media,urgent,open,2025-02-11T22:44:32,CUST-75212,US,worried,neutral,Support L1,
e05a81f6b3f1,agent_response,TCKT-1044,Agent response,Troubleshooting: ensure regulator is fitted properly and gas bottle full.,Outdoor Gear,Faucet Plumbing Kit,heating_issue,social_media,urgent,resolved,2025-02-14T12:44:32,CUST-75212,US,neutral,neutral,Support L2,Agent-340
bde95a06fcb1,customer_feedback,TCKT-1044,Support feedback,"Not satisfied, issue returned.",Outdoor Gear,Faucet Plumbing Kit,support_quality,social_media,low,closed,2025-02-13T04:44:32,CUST-75212,US,confused,neutral,Support QA,
fef3f432cc16,support_ticket,TCKT-1045,HOTTAP Outing - Warranty Claim,"My HOTTAP Outing stopped working, can I claim warranty?",Outdoor Gear,HOTTAP Outing,warranty_claim,web_form,medium,open,2025-05-19T03:07:01,CUST-31920,NZ,appreciative,positive,Support L1,
9706ea5e736c,agent_response,TCKT-1045,Agent response,Your item is covered by our 2-year warranty. We've arranged a return shipping label.,Outdoor Gear,HOTTAP Outing,warranty_claim,web_form,medium,resolved,2025-05-21T18:07:01,CUST-31920,NZ,neutral,neutral,Product,Agent-784
1174f0ba76ee,customer_feedback,TCKT-1045,Support feedback,"Great support, thank you!",Outdoor Gear,HOTTAP Outing,support_quality,web_form,low,closed,2025-05-21T14:07:01,CUST-31920,NZ,worried,positive,Support QA,
56fb8502e732,support_ticket,TCKT-1046,Faucet Plumbing Kit - Damaged Item,"The Faucet Plumbing Kit arrived dented/scratched, really disappointed.",Outdoor Gear,Faucet Plumbing Kit,damaged_item,email,urgent,open,2024-11-27T13:33:45,CUST-71915,Australia,worried,neutral,Support L1,
